text,category,category_id,thumb_cmc_pitch,thumb_cmc_yaw,index_mcp_pitch,middle_mcp_pitch,pinky_mcp_pitch,ring_mcp_pitch
像是按下暂停键一样，手部维持自然的、无力的开放-半开姿态，目标物体保持在握取边缘。,Extent_Half,3,105,153,133,134,132,140
把大拇指与指甲处于自然放松的角度，其余四指微微弯曲，整体呈虚弱的半开态。,Extent_Half,3,105,153,133,134,132,140
使用日常生活中的轻触状态，让手指以最小阻力贴合目标物体，且不产生力量。,Extent_Half,3,105,153,133,134,132,140
让手掌形成一个柔和、松弛的半开形态，好像在等待下一步指令一样。,Extent_Half,3,105,153,133,134,132,140
将每根手指都放松至最自然的位置，避免收紧，确保与目标物体的接触仅是被动接触。,Extent_Half,3,105,153,133,134,132,140
像设备进入低功耗模式那样，手部维持虚弱半开的姿态，不对物体施加额外的拉扯或挤压。,Extent_Half,3,105,153,133,134,132,140
大拇指侧摆到正前方，指腹和食指指腹精准对捏。,Precision_Pinch_2,8,87,83,121,250,250,250
将拇指朝前方伸展，对指腹和食指指腹进行精准的捏合操作。,Precision_Pinch_2,8,87,83,121,250,250,250
拇指向前，其他手指保持自然，只有拇指指腹与食指指腹完成对捏。,Precision_Pinch_2,8,87,83,121,250,250,250
让拇指在正前方的位置，指腹面与食指指腹面紧密接触进行捏合。,Precision_Pinch_2,8,87,83,121,250,250,250
把拇指放在正前方，食指与拇指的指腹精准地压合在一起。,Precision_Pinch_2,8,87,83,121,250,250,250
将拇指朝前摆放，食指和拇指的指腹准确对触，完成对捏。,Precision_Pinch_2,8,87,83,121,250,250,250
拇指向前伸展，指腹对指腹实现精确的对捏动作。,Precision_Pinch_2,8,87,83,121,250,250,250
让拇指朝前，食指的指腹与拇指指腹精确地相碰成对捏。,Precision_Pinch_2,8,87,83,121,250,250,250
拇指向前定位，指腹与食指指腹在同一平面上精准接触并捏合。,Precision_Pinch_2,8,87,83,121,250,250,250
拇指朝前摆出一个前方点，食指与拇指的指腹对齐并捏合。,Precision_Pinch_2,8,87,83,121,250,250,250
将拇指置于前方，食指指腹与拇指指腹重复精准对捏的动作。,Precision_Pinch_2,8,87,83,121,250,250,250
大拇指侧摆，和食指、中指的三根指尖捏在一起。,Precision_Pinch_3,9,87,42,117,110,250,250
将拇指侧向外摆动，并将拇指尖与食指、中指的三根指尖靠拢触碰。,Precision_Pinch_3,9,87,42,117,110,250,250
把大拇指靠向侧面，指尖与食指和中指的三根指尖紧密捏合。,Precision_Pinch_3,9,87,42,117,110,250,250
拇指在侧向位置，食指和中指的三根指尖并排捏在一起。,Precision_Pinch_3,9,87,42,117,110,250,250
让大拇指偏向一侧，与食指和中指的三指尖形成一个小夹点并挤紧。,Precision_Pinch_3,9,87,42,117,110,250,250
将拇指向侧伸出，同时让食指与中指的前三指尖聚拢成一团。,Precision_Pinch_3,9,87,42,117,110,250,250
拇指向外侧偏位，三根指尖（食指与中指）的尖端相互贴合成为一个点。,Precision_Pinch_3,9,87,42,117,110,250,250
让拇指偏离中线，食指和中指的三指尖紧密地聚拢触碰。,Precision_Pinch_3,9,87,42,117,110,250,250
大拇指在侧面位置，与食指和中指的前三指尖合并为同一个捏合点。,Precision_Pinch_3,9,87,42,117,110,250,250
拇指侧摆，同时把食指和中指的三根指尖压紧成一个小圆点。,Precision_Pinch_3,9,87,42,117,110,250,250
让大拇指偏向侧面，食指与中指的三根指尖紧密相扣在一起。,Precision_Pinch_3,9,87,42,117,110,250,250
大拇指和中指对捏，其他手指自然张开。,Single_Middle,10,100,0,250,115,250,250
目标是夹持目标物体，保持大拇指和中指之间的夹持力，其它手指保持自然张开即可。,Single_Middle,10,100,0,250,115,250,250
只需要用大拇指和中指形成夹持点，其他三指保持放松并自然张开。,Single_Middle,10,100,0,250,115,250,250
用拇指和中指夹住目标物体，其余手指保持放松状态。,Single_Middle,10,100,0,250,115,250,250
让大拇指与中指夹合，其他三根手指保持自然伸展的姿态。,Single_Middle,10,100,0,250,115,250,250
以拇指和中指为夹点完成抓取，其他手指维持自然张开，不参与夹持。,Single_Middle,10,100,0,250,115,250,250
大拇指和中指做夹压动作，剩下的指头保持放松并向外侧自然张开。,Single_Middle,10,100,0,250,115,250,250
用拇指与中指的夹持来定位物件，其他手指保持松弛、自然张开。,Single_Middle,10,100,0,250,115,250,250
将大拇指与中指并拢成夹持姿态，其他指头保持自然直立或轻微张开。,Single_Middle,10,100,0,250,115,250,250
以拇指和中指夹取为重点，其他三指保持自然打开状态。,Single_Middle,10,100,0,250,115,250,250
让大拇指和中指相互对捏，剩下的指头自然张开，维持放松,Single_Middle,10,100,0,250,115,250,250
食指弯曲，大拇指贴在食指的侧面，做侧边捏合（像拿钥匙）。,Precision_Lateral,11,59,158,94,250,250,250
将目标对象握在指尖捏握的状态完成，聚焦于完成抓取任务本身的姿态。,Precision_Lateral,11,59,158,94,250,250,250
食指保持弯曲，拇指贴在食指侧面，执行一个侧向捏合的动作以夹住物品。,Precision_Lateral,11,59,158,94,250,250,250
用食指轻微弯曲，拇指贴靠指侧，完成对小物体的横向捏握。,Precision_Lateral,11,59,158,94,250,250,250
将食指弯曲，拇指沿食指侧面贴合，形成稳固的侧向夹持姿势以抓取物体。,Precision_Lateral,11,59,158,94,250,250,250
用食指作弯曲动作，拇指贴近其边缘，进行从侧面压挤的握持。,Precision_Lateral,11,59,158,94,250,250,250
让食指保持弯曲，拇指靠在食指一侧，执行像拿钥匙一样的侧向夹持。,Precision_Lateral,11,59,158,94,250,250,250
食指向内弯曲，拇指贴在食指的外侧边缘，进行横向捏合以抓握目标。,Precision_Lateral,11,59,158,94,250,250,250
食指微弯，拇指贴着食指的侧面，完成一个侧向的捏握动作来固定物体。,Precision_Lateral,11,59,158,94,250,250,250
将食指弯曲并保持，拇指贴在指侧，形成钥匙扣状的侧向夹持姿势。,Precision_Lateral,11,59,158,94,250,250,250
用食指做轻弯，拇指贴附在其侧面，执行把物体从侧边捏握的动作。,Precision_Lateral,11,59,158,94,250,250,250
用大拇指和食指轻轻捏住一根细针。,Precision_Pinch_2,8,99,79,119,250,250,250
Focus on the goal: 稳稳捏住细针，确保针尖不滑出。,Precision_Pinch_2,8,99,79,119,250,250,250
用大拇指和食指的指腹轻轻夹住针身的中部，保持夹持稳定。,Precision_Pinch_2,8,99,79,119,250,250,250
用大拇指指腹和食指指腹夹紧针的细长部分，确保不松动。,Precision_Pinch_2,8,99,79,119,250,250,250
以拇指和食指的对位点 mors 夹紧针的中段，保持稳定夹持。,Precision_Pinch_2,8,99,79,119,250,250,250
用日常口语描述：用拇指和食指轻轻夹住那根很细的针，别让它滑。,Precision_Pinch_2,8,99,79,119,250,250,250
Colloquial: 拿针的时候，大拇指和食指轻轻拢住针身，别掉。,Precision_Pinch_2,8,99,79,119,250,250,250
Metaphorical: 就像捏住一根细丝线般，用拇指和食指轻轻扣住针身中央。,Precision_Pinch_2,8,99,79,119,250,250,250
Metaphorical: 用拇指和食指把针当作细小的珍宝轻轻夹住，确保不松手。,Precision_Pinch_2,8,99,79,119,250,250,250
Noisy: 先找准重心，用大拇指和食指轻轻挤压针的中段，其他手指保持放松，周围桌面也要干净。,Precision_Pinch_2,8,99,79,119,250,250,250
Noisy: 把细针用大拇指和食指轻轻捏住，像捏住一根细小的笔尖，确保夹持位置在中段，避免滑动。,Precision_Pinch_2,8,99,79,119,250,250,250
拇指和食指捏合在一起，其他三根手指往手背方向用力翘起。,Precision_Pinch_2,8,99,79,117,255,255,255
目标是完成一个夹持动作，拇指和食指形成夹持状态，其他三根手指保持抬起并向手背方向用力。,Precision_Pinch_2,8,99,79,117,255,255,255
拇指与食指紧扣成夹持，两根手指保持弯曲，其余三根手指向上翘起，朝向手背方向用力。,Precision_Pinch_2,8,99,79,117,255,255,255
以夹持物体为目标，拇指和食指贴合，剩余三指直立并向后抬起，向手背方向施力。,Precision_Pinch_2,8,99,79,117,255,255,255
实现夹持姿势：拇指和食指贴合成一线，其它三指伸直并向背部方向用力抬起。,Precision_Pinch_2,8,99,79,117,255,255,255
目标动作为夹持，拇指与食指紧扣，其余三指向上翘起并向手背方向施力。,Precision_Pinch_2,8,99,79,117,255,255,255
手掌保持夹持状态，拇指和食指紧贴，其余三指抬起向后方用力靠背。,Precision_Pinch_2,8,99,79,117,255,255,255
完成夹合动作，拇指与食指贴合成夹，另外三指向上抬并向手背方向施压。,Precision_Pinch_2,8,99,79,117,255,255,255
以夹取为目的，拇指与食指紧扣，其他三指保持伸直并向背部方向用力。,Precision_Pinch_2,8,99,79,117,255,255,255
实现捏合目标，拇指与食指紧抓，剩下的三根手指向上抬起并朝向手背方向发力。,Precision_Pinch_2,8,99,79,117,255,255,255
对准夹持姿态：拇指和食指贴合，另外三指向上抬起并朝手背方向用力伸展。,Precision_Pinch_2,8,99,79,117,255,255,255
模拟手里正捏着一张非常薄的A4纸。,Precision_Pinch_2,8,99,79,117,116,125,135
目标是把手中的薄纸保持稳固，完成对薄纸的稳定控制动作。,Precision_Pinch_2,8,99,79,117,116,125,135
手指需要按需收紧与放松，确保薄纸不被挤压或滑落，同时维持姿态。,Precision_Pinch_2,8,99,79,117,116,125,135
把握住纸张的边缘，让它保持被夹持的状态，完成纸张的稳定抓握。,Precision_Pinch_2,8,99,79,117,116,125,135
让拇指和食指贴合中部，其他三指适度弯曲以支撑薄纸的重量与张力。,Precision_Pinch_2,8,99,79,117,116,125,135
以薄纸为目标物，控制抓握力度，使纸张在不破损的情况下保持被握。,Precision_Pinch_2,8,99,79,117,116,125,135
用拇指、食指和中指的指腹处紧贴纸面，药状保持点压和稳定的姿态。,Precision_Pinch_2,8,99,79,117,116,125,135
将纸张夹持在指尖之间，确保纸面水平且不翘起，避免滑动。,Precision_Pinch_2,8,99,79,117,116,125,135
把纸张维持在一个稳固的夹持姿态，确保厚度极薄的A4纸不被挤曲。,Precision_Pinch_2,8,99,79,117,116,125,135
聚焦于纸张的状态，保持它不滚动、不过度皱折，达到稳固抓取的目标。,Precision_Pinch_2,8,99,79,117,116,125,135
保持对薄纸的控制，手指在不影响纸张完整性的前提下实现稳固夹持。,Precision_Pinch_2,8,99,79,117,116,125,135
用大拇指和食指夹住一张银行卡的边缘。,Precision_Pinch_2,8,92,77,118,250,250,250
目标是夹住银行卡边缘完成抓取任务，保持卡片边缘被夹住的状态。,Precision_Pinch_2,8,92,77,118,250,250,250
用大拇指和食指弯曲并贴合，固定银行卡边缘的位置以便提起。,Precision_Pinch_2,8,92,77,118,250,250,250
把银行卡边缘夹住后，做起手指的协同动作以稳稳抓取。,Precision_Pinch_2,8,92,77,118,250,250,250
像夹取一个薄边对象一样，用大拇指和食指对准银行卡边缘进行夹持。,Precision_Pinch_2,8,92,77,118,250,250,250
把银行卡边缘夹紧，确保卡片不会滑落，然后开始抬起。,Precision_Pinch_2,8,92,77,118,250,250,250
大拇指和食指按需收放，专注于边缘处的夹持点，完成抓取。,Precision_Pinch_2,8,92,77,118,250,250,250
用日常动作就像捏住薄纸边缘一样，夹住银行卡边缘即可。,Precision_Pinch_2,8,92,77,118,250,250,250
将大拇指与食指收拢成夹持姿势，锁定银行卡边缘，准备提起。,Precision_Pinch_2,8,92,77,118,250,250,250
手指伸展到合适的位置，夹住银行卡边缘，确保稳定的抓取力。,Precision_Pinch_2,8,92,77,118,250,250,250
用两指尖对准卡边，轻轻夹紧银行卡边缘，保持夹持稳定后抬起。,Precision_Pinch_2,8,92,77,118,250,250,250
拇指与食指呈C型张开，准备捏取一个乒乓球。,Precision_Pinch_2,8,136,77,136,250,250,250
目标是在不指定手指细节的前提下完成捏取乒乓球的任务，确保球体被稳固抓取。,Precision_Pinch_2,8,136,77,136,250,250,250
实现抓取目标，拇指和食指形成C型以夹持球体，保持准备状态即可。,Precision_Pinch_2,8,136,77,136,250,250,250
把球固定在手中，准备将其夹紧并提升。,Precision_Pinch_2,8,136,77,136,250,250,250
以轻微夹持的姿态让球被夹住，确保抓取准备就绪。,Precision_Pinch_2,8,136,77,136,250,250,250
用C型夹持姿态稳定捏取并提起乒乓球，关注抓取结束的稳定性。,Precision_Pinch_2,8,136,77,136,250,250,250
拇指和食指配合形成弧形，目标是把乒乓球稳稳握住并举起。,Precision_Pinch_2,8,136,77,136,250,250,250
让拇指和食指成弧形包裹球体，准备实现夹取并抬起。,Precision_Pinch_2,8,136,77,136,250,250,250
用自然的拇指-食指夹持动作，将乒乓球牢牢夹住并准备移动。,Precision_Pinch_2,8,136,77,136,250,250,250
保持C型夹持的姿态，确保乒乓球在指尖间稳固，随时完成取放。,Precision_Pinch_2,8,136,77,136,250,250,250
将拇指和食指收束成弯曲夹持，目标是稳稳抓住乒乓球并准备移走。,Precision_Pinch_2,8,136,77,136,250,250,250
用大拇指和食指小心翼翼地捏住一根头发丝。,Precision_Pinch_2,8,96,84,117,250,250,250
聚焦完成任务的状态：用拇指和食指夹住目标细小物体，确保稳定抓取并保持不被松动。,Precision_Pinch_2,8,96,84,117,250,250,250
用拇指与食指的指尖逐步夹紧，直到提起并稳定地夹住一根头发丝。,Precision_Pinch_2,8,96,84,117,250,250,250
用拇指与食指的末端精准夹住头发丝，确保抓取稳固且不压断。,Precision_Pinch_2,8,96,84,117,250,250,250
用拇指和食指对准头发丝的两端，轻轻夹持并保持紧张感以完成抓取。,Precision_Pinch_2,8,96,84,117,250,250,250
把头发丝夹在拇指指腹和食指指端之间，确保夹住后可以安全提起。,Precision_Pinch_2,8,96,84,117,250,250,250
用拇指和食指逐步收拢，明确夹住头发丝并维持姿态以完成抓取动作。,Precision_Pinch_2,8,96,84,117,250,250,250
用拇指和食指的尖端轻轻捏住头发丝，确保不会滑落并保持稳定。,Precision_Pinch_2,8,96,84,117,250,250,250
拇指与食指对准头发丝的两侧，细致地夹持以达到稳固的抓取姿态。,Precision_Pinch_2,8,96,84,117,250,250,250
以拇指和食指的末端对头发丝形成一个夹口，确保夹紧且可控地提起。,Precision_Pinch_2,8,96,84,117,250,250,250
用拇指和食指温柔地夹住头发丝，确保抓取过程平稳且不伤害物体,Precision_Pinch_2,8,96,84,117,250,250,250
大拇指侧摆过来，把食指和中指紧紧锁住。,Precision_Lateral,11,96,43,111,106,250,250
将拇指向内横向移动，食指与中指保持紧扣的状态以完成抓取。,Precision_Lateral,11,96,43,111,106,250,250
拇指向内一侧摆动，食指与中指保持并拢且紧紧锁定物体。,Precision_Lateral,11,96,43,111,106,250,250
让拇指沿着手掌边缘滑动，食指和中指牢牢闭合在一起。,Precision_Lateral,11,96,43,111,106,250,250
拇指移向掌内侧并与食指和中指形成紧密锁定的抓取姿态。,Precision_Lateral,11,96,43,111,106,250,250
将大拇指向靠近掌心侧，食指与中指保持紧扣以稳固抓握。,Precision_Lateral,11,96,43,111,106,250,250
拇指向内侧移动，同时食指和中指保持紧密锁扣的状态。,Precision_Lateral,11,96,43,111,106,250,250
让拇指转向内侧，食指与中指紧贴并锁死在一起。,Precision_Lateral,11,96,43,111,106,250,250
拇指向掌心方向逼近，食指和中指以高紧度闭合成一体。,Precision_Lateral,11,96,43,111,106,250,250
将大拇指收回到内侧，食指与中指保持紧密扣合以夹持物体。,Precision_Lateral,11,96,43,111,106,250,250
拇指沿内侧略微回收，食指和中指形成牢固的锁扣抓握。,Precision_Lateral,11,96,43,111,106,250,250
把大拇指卡在食指和中指的缝隙之间。,Gesture_Social,5,96,43,111,106,250,250
将大拇指置于食指与中指之间的缝隙位置，保持稳定接触。,Gesture_Social,5,96,43,111,106,250,250
将拇指放进食指与中指之间的夹缝，确保拇指被夹紧在中间区域。,Gesture_Social,5,96,43,111,106,250,250
把大拇指放在食指和中指之间的空隙处，维持该位置。,Gesture_Social,5,96,43,111,106,250,250
让拇指插进食指与中指之间的缝隙，保持紧贴两指。,Gesture_Social,5,96,43,111,106,250,250
将大拇指安放于食指和中指之间的夹缝中，维持固定态势。,Gesture_Social,5,96,43,111,106,250,250
把拇指放在食指与中指之间的缝隙里，让三根指头相互接触。,Gesture_Social,5,96,43,111,106,250,250
让大拇指安稳地卡在食指与中指之间的缝隙处。,Gesture_Social,5,96,43,111,106,250,250
将拇指置于食指和中指之间的那个缝隙里，保持不移动。,Gesture_Social,5,96,43,111,106,250,250
把大拇指卡在食指与中指之间的缝隙中，确保位置不变。,Gesture_Social,5,96,43,111,106,250,250
将拇指塞入食指与中指之间的狭缝，保持紧贴和静止。,Gesture_Social,5,96,43,111,106,250,250
用大拇指和食指捏住一颗小葡萄，不要太用力。,Precision_Pinch_2,8,113,80,140,250,250,250
以目标为导向地完成抓取任务，确保葡萄被稳稳夹住但不挤压。,Precision_Pinch_2,8,113,80,140,250,250,250
用拇指和食指夹紧葡萄，保持适度压力以防滑落，同时不要用力过猛。,Precision_Pinch_2,8,113,80,140,250,250,250
把葡萄夹在拇指和食指之间，确保抓取状态稳定即可。,Precision_Pinch_2,8,113,80,140,250,250,250
用两根指头夹住葡萄，力度控制在可控范围内，避免对葡萄造成压痕。,Precision_Pinch_2,8,113,80,140,250,250,250
拇指和食指合拢，握取葡萄但不要用力过大，保持握持即可。,Precision_Pinch_2,8,113,80,140,250,250,250
用拇指和食指捏住葡萄，力道刚好，确认不让它滑出。,Precision_Pinch_2,8,113,80,140,250,250,250
将葡萄夹在拇指与食指之间，动作要轻柔，但要确保不会掉。,Precision_Pinch_2,8,113,80,140,250,250,250
用拇指和食指轻捏葡萄，确保姿态稳固但不过度用力。,Precision_Pinch_2,8,113,80,140,250,250,250
拇指与食指并拢，轻轻夹住葡萄，握持强度保持在舒适范围。,Precision_Pinch_2,8,113,80,140,250,250,250
以轻柔的夹持方式抓取葡萄，确保不挤压且稳定呈现抓取状态。,Precision_Pinch_2,8,113,80,140,250,250,250
大拇指、食指和中指呈三角形捏合，像捏着一支铅笔准备写字。,Precision_Pinch_3,9,103,58,111,90,250,250
目标是完成抓取任务，保持铅笔样的尖细夹持状态以便写字。,Precision_Pinch_3,9,103,58,111,90,250,250
保持拇指、食指和中指之间的夹持，形状像要握住一支铅笔进行写字动作。,Precision_Pinch_3,9,103,58,111,90,250,250
让拇指与食指和中指形成三点夹持的铅笔握姿，以便后续笔画运动。,Precision_Pinch_3,9,103,58,111,90,250,250
用拇指、食指和中指构成三角形的夹持，模拟正在书写的铅笔姿态。,Precision_Pinch_3,9,103,58,111,90,250,250
三指并拢成三角形夹持，像要在纸上写字的笔触姿态。,Precision_Pinch_3,9,103,58,111,90,250,250
拇指、食指和中指保持三点支撑，形成笔尖的尖锐夹持，准备进行书写。,Precision_Pinch_3,9,103,58,111,90,250,250
三指紧贴成三角形，模拟铅笔握笔的细笔尖夹持。,Precision_Pinch_3,9,103,58,111,90,250,250
用拇指、食指和中指固定成三角形，像准备写字时的笔握。,Precision_Pinch_3,9,103,58,111,90,250,250
保持拇指、食指与中指之间的夹持关系，呈现出铅笔写字时的三角握姿。,Precision_Pinch_3,9,103,58,111,90,250,250
让拇指、食指和中指以三角形排列夹持，仿佛正在进行书写般的笔尖态。,Precision_Pinch_3,9,103,58,111,90,250,250
大拇指和食指捏合，并在指尖留出大约一厘米的空隙。,Precision_Pinch_2,8,114,76,129,250,250,250
把拇指和食指捏在一起，但指尖保持大约一厘米的间隙。,Precision_Pinch_2,8,114,76,129,250,250,250
用拇指和食指做捏合动作，指尖之间留出大概1厘米的距离。,Precision_Pinch_2,8,114,76,129,250,250,250
让拇指与食指捏合，但指尖之间留出约一厘米的空隙。,Precision_Pinch_2,8,114,76,129,250,250,250
拇指和食指做夹持动作，指尖保持大约0.9~1.1厘米的间隙。,Precision_Pinch_2,8,114,76,129,250,250,250
以拇指和食指轻捏为主，指尖之间留出大概一厘米的空隙。,Precision_Pinch_2,8,114,76,129,250,250,250
把拇指和食指向内挤压，但指尖保持一厘米左右的缝隙。,Precision_Pinch_2,8,114,76,129,250,250,250
拇指与食指相触但指尖留出约1厘米的距离。,Precision_Pinch_2,8,114,76,129,250,250,250
用拇指和食指进行捏住的姿态，指尖之间大约保持1厘米的间隔。,Precision_Pinch_2,8,114,76,129,250,250,250
拇指和食指并拢成夹持姿势，指尖保持大约1厘米的空隙。,Precision_Pinch_2,8,114,76,129,250,250,250
拇指和食指做捏合动作，但指尖之间大约有一厘米的间距。,Precision_Pinch_2,8,114,76,129,250,250,250
把对捏的大拇指和食指稍微松开一点。,Extent_Slight,7,105,76,118,250,250,250
让大拇指和食指稍微放松一些，减小夹紧力度。,Extent_Slight,7,105,76,118,250,250,250
在不改变目标的前提下，适度放松拇指和食指的夹力。,Extent_Slight,7,105,76,118,250,250,250
把拇指和食指的握紧程度降到一个较低的水平，但仍保持控制。,Extent_Slight,7,105,76,118,250,250,250
让大拇指和食指轻轻分开，不要太紧，保持自然张力。,Extent_Slight,7,105,76,118,250,250,250
让两根手指的夹持放松一点点，微微分离即可。,Extent_Slight,7,105,76,118,250,250,250
将拇指和食指之间的夹力减小，保持手指处于轻松状态。,Extent_Slight,7,105,76,118,250,250,250
不用太用力，只要让拇指和食指有一点松开就好。,Extent_Slight,7,105,76,118,250,250,250
讓拇指和食指稍微分离，握力不要再紧一些。,Extent_Slight,7,105,76,118,250,250,250
让大拇指和食指的压力降到一个更轻的程度，稍微松开。,Extent_Slight,7,105,76,118,250,250,250
保持捏持的姿势，但将拇指和食指的挤压程度降低一些。,Extent_Slight,7,105,76,118,250,250,250
所有手指张开，大拇指侧摆悬停在掌心正上方。,Single_Thumb,2,250,76,250,250,250,250
将所有手指完全张开，但大拇指保持悬停在掌心正上方的位置。,Single_Thumb,2,250,76,250,250,250,250
手指全部伸直展开，且大拇指保持在掌心正上方的悬空状态。,Single_Thumb,2,250,76,250,250,250,250
把所有指头伸直成直线，大拇指放在掌心上方微悬。,Single_Thumb,2,250,76,250,250,250,250
让五根手指完全打开，拇指在掌心正上方处于悬停姿态。,Single_Thumb,2,250,76,250,250,250,250
全部指尖伸展，拇指位于掌心上方并略微悬空。,Single_Thumb,2,250,76,250,250,250,250
将每根手指张开成直线，大拇指在掌心正上方保持悬浮。,Single_Thumb,2,250,76,250,250,250,250
五指张开成扇形，拇指仍悬停于掌心正上方的位置。,Single_Thumb,2,250,76,250,250,250,250
把手指全部伸直展开，拇指在掌心上方保持悬空态势。,Single_Thumb,2,250,76,250,250,250,250
每根手指完全张开，拇指置于掌心正上方并微微离开掌面。,Single_Thumb,2,250,76,250,250,250,250
所有指头都伸直展开，大拇指保持在掌心正上方的悬置状态。,Single_Thumb,2,250,76,250,250,250,250
模拟用大拇指和食指去拧开一颗小螺母。,Precision_Pinch_2,8,103,145,100,250,250,250
目标是拧开一颗小螺母，请完成抓取并让螺母松动或脱离固定状态。,Precision_Pinch_2,8,103,145,100,250,250,250
用拇指和食指精确夹住螺母的边缘，向外旋转直到螺母松开。,Precision_Pinch_2,8,103,145,100,250,250,250
将大拇指和食指放在螺母上，施力旋转以实现松动并分离。,Precision_Pinch_2,8,103,145,100,250,250,250
拧开这颗小螺母，强调操作需要用拇指与食指的夹持与旋转来完成。,Precision_Pinch_2,8,103,145,100,250,250,250
以拇指与食指的夹持姿态进行旋转，达到螺母脱离紧固的目标。,Precision_Pinch_2,8,103,145,100,250,250,250
把螺母夹紧在拇指指腹和食指之间，逐步向外旋转直到松开。,Precision_Pinch_2,8,103,145,100,250,250,250
